Sample	Population	SuperPopulation	isFemale	PurpleHair	CaffeineConsumption
HG03462	MSL	AFR	false	false	7
HG02386	CDX	EAS	false	true	8
HG02871	GWD	AFR	true	true	7
HG03367	ESN	AFR	false	false	8
HG03009	BEB	SAS	false	true	6
HG03455	MSL	AFR	true	false	3
HG03621	PJL	SAS	false	false	6
HG02563	GWD	AFR	false	true	3
HG00136	GBR	EUR	false	true	6
HG00321	FIN	EUR	false	false	8
HG04147	BEB	SAS	true	true	4
NA18623	CHB	EAS	false	true	6
HG03459	MSL	AFR	false	false	8
HG00274	FIN	EUR	true	true	8
HG02496	ACB	AFR	false	true	9
NA20899	GIH	SAS	true	false	7
HG00334	FIN	EUR	true	false	5
HG02773	GWD	AFR	false	false	8
HG03260	GWD	AFR	false	false	6
HG02187	CDX	EAS	true	true	5
HG03454	MSL	AFR	false	true	7
HG01925	PEL	AMR	true	true	6
HG03785	ITU	SAS	false	true	9
HG01060	PUR	AMR	false	true	6
HG01273	CLM	AMR	false	false	5
HG01943	PEL	AMR	false	true	9
HG04015	ITU	SAS	false	true	6
NA20826	TSI	EUR	true	true	5
NA18638	CHB	EAS	false	true	6
HG00276	FIN	EUR	true	false	9
HG02943	ESN	AFR	true	true	8
HG03024	GWD	AFR	false	true	7
HG02570	GWD	AFR	false	true	4
NA12156	CEU	EUR	true	false	7
NA21130	GIH	SAS	false	true	5
HG00146	GBR	EUR	true	false	6
HG00733	PUR	AMR	true	false	7
HG01684	IBS	EUR	true	false	9
NA18875	YRI	AFR	true	true	5
HG00278	FIN	EUR	false	true	6
NA20345	ASW	AFR	false	false	4
HG01628	IBS	EUR	true	false	4
NA12751	CEU	EUR	true	true	8
HG02381	CDX	EAS	false	true	4
HG04025	ITU	SAS	true	false	8
NA20332	ASW	AFR	true	true	6
NA12283	CEU	EUR	true	true	7
NA18508	YRI	AFR	true	false	9
HG02048	KHV	EAS	true	true	8
HG01709	IBS	EUR	false	false	6
HG01385	CLM	AMR	true	false	3
NA20534	TSI	EUR	false	false	3
HG01366	CLM	AMR	true	true	8
HG03361	ESN	AFR	false	false	3
NA18952	JPT	EAS	false	true	3
HG03620	PJL	SAS	true	true	3
HG00463	CHS	EAS	false	true	7
HG01361	CLM	AMR	true	false	9
HG02169	CDX	EAS	true	true	4
HG01334	GBR	EUR	false	false	8
HG02954	ESN	AFR	false	false	6
HG00742	PUR	AMR	false	false	7
HG02839	GWD	AFR	false	true	6
HG03646	STU	SAS	false	false	7
HG01522	IBS	EUR	true	true	7
HG01932	PEL	AMR	false	false	6
HG00245	GBR	EUR	true	false	9
HG00737	PUR	AMR	true	true	6
HG02004	PEL	AMR	true	true	8
HG02377	CDX	EAS	false	true	7
NA18983	JPT	EAS	false	false	9
HG02156	CDX	EAS	true	true	4
NA20763	TSI	EUR	false	true	7
HG03925	BEB	SAS	true	false	4
HG04020	ITU	SAS	false	true	4
HG02651	PJL	SAS	false	true	8
NA18979	JPT	EAS	true	false	5
NA19059	JPT	EAS	true	true	5
HG00561	CHS	EAS	true	true	7
HG01992	PEL	AMR	true	true	7
HG03651	PJL	SAS	false	true	8
HG04001	ITU	SAS	true	true	6
HG01918	PEL	AMR	true	false	6
NA06993	CEU	EUR	false	false	6
NA19137	YRI	AFR	true	true	7
HG01991	PEL	AMR	false	false	7
HG01047	PUR	AMR	false	false	8
HG02075	KHV	EAS	true	true	6
HG01631	IBS	EUR	false	true	6
HG01251	CLM	AMR	true	true	5
HG02648	PJL	SAS	false	false	8
HG03295	ESN	AFR	false	false	8
HG00098	GBR	EUR	false	false	4
HG01667	IBS	EUR	false	true	8
HG01190	PUR	AMR	false	false	5
HG03596	BEB	SAS	false	false	8
HG00450	CHS	EAS	true	false	9
HG00559	CHS	EAS	false	false	6
NA18976	JPT	EAS	true	false	9
HG02728	PJL	SAS	true	true	3
HG01241	PUR	AMR	false	true	6
HG01105	PUR	AMR	true	true	9
NA12146	CEU	EUR	false	true	5
HG00620	CHS	EAS	true	false	7
NA10853	CEU	EUR	false	true	5
HG02382	CDX	EAS	false	true	5
NA19024	LWK	AFR	true	true	9
HG03869	ITU	SAS	false	true	4
HG01841	KHV	EAS	true	true	6
HG03312	ESN	AFR	true	false	5
HG03086	MSL	AFR	true	true	9
HG03857	STU	SAS	true	true	6
NA19195	YRI	AFR	false	true	3
NA07056	CEU	EUR	true	false	3
HG02733	PJL	SAS	false	false	3
HG01914	ACB	AFR	false	true	9
HG00284	FIN	EUR	false	true	9
HG03266	ESN	AFR	true	false	7
NA19452	LWK	AFR	false	false	7
HG03235	PJL	SAS	true	true	6
HG00703	CHS	EAS	false	true	4
NA20762	TSI	EUR	false	false	6
HG02699	PJL	SAS	false	false	8
HG00144	GBR	EUR	true	true	9
HG04238	ITU	SAS	false	true	5
NA18923	YRI	AFR	false	true	3
NA18969	JPT	EAS	true	true	6
HG02790	PJL	SAS	true	false	5
HG03450	MSL	AFR	true	false	8
HG00308	FIN	EUR	false	false	4
NA11829	CEU	EUR	false	true	6
HG01608	IBS	EUR	false	false	6
HG02387	CDX	EAS	false	true	4
HG03800	BEB	SAS	false	true	6
HG02318	ACB	AFR	true	true	6
HG01080	PUR	AMR	true	false	5
HG02129	KHV	EAS	false	false	9
HG03691	STU	SAS	false	false	7
HG02011	ACB	AFR	false	true	7
NA18619	CHB	EAS	true	false	6
HG00580	CHS	EAS	false	true	8
NA19334	LWK	AFR	false	true	7
HG02315	ACB	AFR	true	true	9
HG02861	GWD	AFR	true	true	9
NA19204	YRI	AFR	true	false	7
NA19462	LWK	AFR	true	true	5
NA12044	CEU	EUR	true	false	4
NA19905	ASW	AFR	true	true	3
HG01789	GBR	EUR	false	false	9
NA18965	JPT	EAS	false	false	5
HG01452	CLM	AMR	false	false	8
HG01456	CLM	AMR	true	false	4
HG01633	IBS	EUR	false	true	4
HG01800	CDX	EAS	true	false	4
HG02395	CDX	EAS	false	true	6
HG00344	FIN	EUR	true	true	5
HG03476	MSL	AFR	true	true	7
HG01513	IBS	EUR	true	true	9
HG03296	ESN	AFR	false	false	9
NA18740	CHB	EAS	false	true	6
HG01515	IBS	EUR	false	false	7
HG02757	GWD	AFR	true	false	7
HG00664	CHS	EAS	false	false	6
NA12812	CEU	EUR	false	true	5
HG03514	ESN	AFR	true	false	8
NA20588	TSI	EUR	false	false	5
HG02537	ACB	AFR	true	false	9
HG02153	CDX	EAS	true	false	4
HG00112	GBR	EUR	false	false	9
HG00578	CHS	EAS	true	true	7
HG01445	CLM	AMR	false	false	8
HG03099	ESN	AFR	true	false	3
HG00331	FIN	EUR	true	true	5
HG01067	PUR	AMR	true	true	5
NA18611	CHB	EAS	false	true	3
HG03851	STU	SAS	false	true	8
HG01710	IBS	EUR	true	false	8
NA18625	CHB	EAS	true	false	7
HG01199	PUR	AMR	false	true	6
HG02371	CDX	EAS	false	false	9
HG00149	GBR	EUR	false	true	7
HG04302	GBR	EUR	false	true	3
HG02014	ACB	AFR	false	true	5
HG00160	GBR	EUR	false	true	7
NA19146	YRI	AFR	false	true	9
HG02883	GWD	AFR	false	true	6
HG01536	IBS	EUR	false	false	6
HG00145	GBR	EUR	false	false	5
HG04098	ITU	SAS	false	true	4
HG01106	PUR	AMR	false	true	6
HG03168	ESN	AFR	true	false	4
NA19065	JPT	EAS	true	true	5
NA18990	JPT	EAS	false	false	7
HG03760	STU	SAS	true	false	7
NA18745	CHB	EAS	false	false	7
NA20502	TSI	EUR	true	false	4
HG00158	GBR	EUR	true	false	7
HG01050	PUR	AMR	true	false	9
HG02334	ACB	AFR	false	true	7
HG01198	PUR	AMR	true	false	9
HG01995	PEL	AMR	true	true	4
NA18644	CHB	EAS	true	true	8
HG01403	PUR	AMR	true	false	6
HG02128	KHV	EAS	false	false	8
HG01188	PUR	AMR	true	false	9
HG01482	CLM	AMR	false	true	4
HG02690	PJL	SAS	false	false	6
HG02079	KHV	EAS	false	true	4
HG04114	STU	SAS	false	false	3
HG02323	ACB	AFR	false	false	8
HG00639	PUR	AMR	true	false	4
NA18562	CHB	EAS	false	true	8
NA19130	YRI	AFR	false	false	6
HG02134	KHV	EAS	false	true	5
NA18552	CHB	EAS	true	true	7
NA19443	LWK	AFR	false	false	6
HG03663	PJL	SAS	false	false	4
HG03868	ITU	SAS	true	false	7
NA06995	CEU	EUR	false	false	4
HG02384	CDX	EAS	false	true	8
HG03461	MSL	AFR	true	false	6
HG04090	ITU	SAS	true	false	4
NA18563	CHB	EAS	false	false	6
HG01960	ACB	AFR	true	true	7
NA21125	GIH	SAS	true	false	4
HG01077	PUR	AMR	true	false	7
HG03605	BEB	SAS	true	true	5
HG03937	BEB	SAS	true	true	4
NA12144	CEU	EUR	false	false	5
HG02856	GWD	AFR	false	false	4
HG04038	STU	SAS	true	false	7
HG00251	GBR	EUR	false	true	9
HG01191	PUR	AMR	true	false	3
HG03774	ITU	SAS	true	true	9
NA19652	MXL	AMR	false	true	5
NA12752	CEU	EUR	false	true	9
HG01795	CDX	EAS	true	false	6
HG00500	CHS	EAS	false	true	7
HG04094	ITU	SAS	false	false	6
NA20804	TSI	EUR	true	true	9
HG03445	MSL	AFR	false	true	4
NA12489	CEU	EUR	true	true	9
HG02121	KHV	EAS	true	true	8
NA20297	ASW	AFR	false	false	3
HG04131	BEB	SAS	false	true	4
NA21094	GIH	SAS	false	false	4
NA19307	LWK	AFR	false	true	5
NA19749	MXL	AMR	true	false	6
NA21095	GIH	SAS	false	true	8
HG03140	ESN	AFR	true	false	8
HG02070	KHV	EAS	false	true	9
HG04159	BEB	SAS	true	true	8
HG02723	GWD	AFR	true	false	4
NA21119	GIH	SAS	false	true	8
HG01614	IBS	EUR	true	true	5
NA19470	LWK	AFR	true	true	5
NA20859	GIH	SAS	true	true	5
HG03119	ESN	AFR	true	true	4
HG00190	FIN	EUR	false	false	5
HG02021	KHV	EAS	false	true	9
HG01519	IBS	EUR	true	false	7
HG03953	STU	SAS	false	true	5
NA18978	JPT	EAS	true	false	8
NA19451	LWK	AFR	false	true	8
NA19788	MXL	AMR	true	true	9
HG03311	ESN	AFR	false	true	5
HG01577	PEL	AMR	false	true	8
HG02006	PEL	AMR	true	false	5
NA18964	JPT	EAS	true	false	4
NA19035	LWK	AFR	false	false	6
HG01967	PEL	AMR	false	false	7
NA12827	CEU	EUR	false	true	7
HG03303	ESN	AFR	true	false	6
HG03834	BEB	SAS	true	false	8
HG00238	GBR	EUR	true	true	5
NA19376	LWK	AFR	false	false	4
HG03824	BEB	SAS	false	false	6
NA18532	CHB	EAS	true	true	9
NA20357	ASW	AFR	true	false	9
HG00445	CHS	EAS	false	false	5
NA21116	GIH	SAS	false	true	4
HG03410	MSL	AFR	true	false	7
HG03752	STU	SAS	true	true	3
NA07347	CEU	EUR	false	false	3
HG02513	KHV	EAS	true	false	7
HG03577	MSL	AFR	false	true	7
HG02622	GWD	AFR	true	false	9
NA12342	CEU	EUR	false	true	7
HG00267	FIN	EUR	false	true	5
HG01074	PUR	AMR	false	true	6
HG02644	GWD	AFR	false	false	8
HG00443	CHS	EAS	true	true	9
HG01840	KHV	EAS	false	false	8
HG02391	CDX	EAS	false	true	8
NA19649	MXL	AMR	false	true	9
HG03136	ESN	AFR	false	false	7
HG00239	GBR	EUR	true	true	8
NA21137	GIH	SAS	true	false	9
HG04029	STU	SAS	true	true	4
HG01494	CLM	AMR	false	false	4
HG01762	IBS	EUR	true	false	9
NA19109	YRI	AFR	true	false	5
HG03520	ESN	AFR	true	false	5
NA11994	CEU	EUR	false	false	8
HG02283	ACB	AFR	false	false	6
HG03167	ESN	AFR	false	false	8
HG03437	MSL	AFR	true	false	4
NA20355	ASW	AFR	true	false	7
HG00637	PUR	AMR	false	true	5
HG00538	CHS	EAS	false	false	5
HG01308	PUR	AMR	false	false	5
NA19711	ASW	AFR	false	false	3
HG03279	ESN	AFR	true	false	6
HG03128	ESN	AFR	false	true	9
HG00567	CHS	EAS	false	false	3
NA19215	YRI	AFR	true	true	3
HG02889	GWD	AFR	true	false	5
HG00264	GBR	EUR	false	true	9
HG01086	PUR	AMR	true	false	7
HG02647	GWD	AFR	false	true	7
HG00407	CHS	EAS	true	true	4
HG00613	CHS	EAS	false	false	9
HG01984	PEL	AMR	false	true	5
HG02056	KHV	EAS	false	false	7
NA19653	MXL	AMR	true	true	4
HG04156	BEB	SAS	true	false	4
HG02077	KHV	EAS	false	false	5
NA19437	LWK	AFR	true	true	5
HG01259	CLM	AMR	false	false	7
NA20884	GIH	SAS	false	false	6
HG03566	MSL	AFR	true	true	7
HG02924	ESN	AFR	false	false	4
HG00312	FIN	EUR	false	false	9
NA12329	CEU	EUR	true	true	9
NA19684	MXL	AMR	true	true	6
NA20294	ASW	AFR	true	false	7
HG01978	PEL	AMR	true	false	9
NA19317	LWK	AFR	false	true	4
HG03385	MSL	AFR	false	true	8
HG03906	BEB	SAS	false	true	5
HG03130	ESN	AFR	false	true	8
NA19105	YRI	AFR	true	false	5
HG01989	ACB	AFR	true	false	8
HG02407	CDX	EAS	false	false	6
HG03578	MSL	AFR	true	false	7
HG02137	KHV	EAS	false	false	9
NA20532	TSI	EUR	false	true	4
HG00406	CHS	EAS	false	true	9
HG02722	GWD	AFR	true	false	8
HG03465	MSL	AFR	false	true	8
HG01131	CLM	AMR	true	false	7
HG01327	PUR	AMR	false	true	4
NA18634	CHB	EAS	true	false	8
HG03539	GWD	AFR	true	false	9
NA19729	MXL	AMR	false	true	3
HG03172	ESN	AFR	false	false	7
HG02084	KHV	EAS	true	false	7
HG02410	CDX	EAS	false	true	7
NA18571	CHB	EAS	true	true	8
HG04070	ITU	SAS	true	false	7
NA19057	JPT	EAS	true	false	9
NA20882	GIH	SAS	true	false	5
HG02471	ACB	AFR	true	true	7
HG03636	PJL	SAS	false	true	3
NA20127	ASW	AFR	true	true	5
NA20335	ASW	AFR	false	false	3
NA19719	MXL	AMR	true	true	8
HG03688	STU	SAS	false	false	4
HG03251	GWD	AFR	true	false	7
HG02697	PJL	SAS	true	true	8
NA20299	ASW	AFR	true	true	6
NA19350	LWK	AFR	false	false	4
NA12400	CEU	EUR	true	true	6
HG03085	MSL	AFR	true	true	9
NA18618	CHB	EAS	true	false	7
HG02573	GWD	AFR	false	true	6
HG02250	CDX	EAS	false	true	7
HG01952	PEL	AMR	false	true	4
HG01136	CLM	AMR	false	true	7
NA20754	TSI	EUR	false	true	5
HG03765	PJL	SAS	true	false	8
HG03250	GWD	AFR	true	false	4
HG00864	CDX	EAS	true	true	8
NA19445	LWK	AFR	true	false	5
HG03190	ESN	AFR	false	false	9
HG03486	MSL	AFR	true	true	4
HG01379	CLM	AMR	true	true	3
HG04157	BEB	SAS	false	true	4
NA19834	ASW	AFR	false	false	8
HG01501	IBS	EUR	true	false	9
HG00622	CHS	EAS	false	false	8
HG02049	KHV	EAS	true	true	7
HG02237	IBS	EUR	true	false	3
HG03644	STU	SAS	false	false	4
HG03449	MSL	AFR	true	false	3
HG04055	ITU	SAS	false	true	3
NA20333	ASW	AFR	true	false	3
NA20785	TSI	EUR	false	true	7
HG02026	KHV	EAS	false	false	4
NA20846	GIH	SAS	false	true	3
HG00743	PUR	AMR	true	false	8
HG04151	BEB	SAS	true	true	6
NA20512	TSI	EUR	false	false	7
NA21106	GIH	SAS	true	true	5
HG03771	ITU	SAS	false	true	4
HG01686	IBS	EUR	false	false	8
HG00137	GBR	EUR	true	true	8
HG00339	FIN	EUR	true	true	5
HG01696	IBS	EUR	false	false	8
HG03053	MSL	AFR	true	false	6
NA10846	CEU	EUR	false	true	6
HG03854	STU	SAS	false	true	8
HG01782	IBS	EUR	true	false	9
HG01119	CLM	AMR	true	true	7
NA18908	YRI	AFR	false	true	9
NA19374	LWK	AFR	false	true	7
HG03466	MSL	AFR	false	false	9
HG03686	STU	SAS	false	true	6
NA18561	CHB	EAS	false	false	9
HG03815	BEB	SAS	false	false	6
NA19661	MXL	AMR	false	false	6
NA20346	ASW	AFR	false	false	5
NA19011	JPT	EAS	true	true	7
HG00502	CHS	EAS	false	true	6
HG01052	PUR	AMR	true	false	7
HG01886	ACB	AFR	true	true	5
HG02273	PEL	AMR	true	false	6
HG03856	STU	SAS	false	false	8
HG00338	FIN	EUR	false	true	8
NA21129	GIH	SAS	false	false	3
HG01134	CLM	AMR	true	false	8
HG01477	CLM	AMR	true	false	8
NA18944	JPT	EAS	false	true	3
HG01796	CDX	EAS	true	false	8
HG04183	BEB	SAS	true	true	7
NA12875	CEU	EUR	true	false	5
HG01671	IBS	EUR	false	false	7
NA18507	YRI	AFR	false	false	3
HG00583	CHS	EAS	false	true	6
NA19796	MXL	AMR	false	false	3
HG01397	PUR	AMR	true	false	5
HG00642	PUR	AMR	false	false	5
NA18518	YRI	AFR	true	false	7
NA19321	LWK	AFR	true	true	5
HG00536	CHS	EAS	false	true	5
HG04018	ITU	SAS	true	true	7
HG03682	STU	SAS	false	true	5
HG00107	GBR	EUR	false	true	9
NA18915	YRI	AFR	false	true	9
HG01169	PUR	AMR	true	true	7
NA20364	ASW	AFR	true	true	3
NA20340	ASW	AFR	false	true	9
NA19704	ASW	AFR	true	false	7
HG01278	CLM	AMR	true	true	9
HG03039	GWD	AFR	false	true	7
HG03166	ESN	AFR	false	true	7
HG04181	BEB	SAS	true	true	4
HG01393	PUR	AMR	true	false	5
HG01391	CLM	AMR	true	true	9
NA19108	YRI	AFR	true	true	9
NA19714	ASW	AFR	true	false	4
HG01602	IBS	EUR	true	true	8
HG00103	GBR	EUR	false	true	8
HG00459	CHS	EAS	false	false	4
HG04061	ITU	SAS	false	false	5
NA12761	CEU	EUR	true	true	8
HG03118	ESN	AFR	false	true	8
HG03767	PJL	SAS	false	false	8
NA18907	YRI	AFR	true	false	9
HG02821	GWD	AFR	false	true	9
NA18852	YRI	AFR	true	false	8
HG01061	PUR	AMR	true	false	7
NA21118	GIH	SAS	false	false	8
HG01435	CLM	AMR	true	true	7
NA20537	TSI	EUR	false	false	6
HG00369	FIN	EUR	false	false	7
HG02262	PEL	AMR	false	true	5
HG02525	KHV	EAS	true	false	3
HG01675	IBS	EUR	false	true	9
NA20868	GIH	SAS	true	true	5
HG00671	CHS	EAS	false	true	5
HG02299	PEL	AMR	false	true	5
HG03988	STU	SAS	false	true	3
HG02185	CDX	EAS	true	true	4
HG01898	PEL	AMR	true	false	4
HG02549	ACB	AFR	true	false	5
NA06986	CEU	EUR	false	false	3
NA19397	LWK	AFR	false	false	5
HG00148	GBR	EUR	false	true	7
HG01694	IBS	EUR	false	false	8
NA19020	LWK	AFR	false	false	6
HG01415	PUR	AMR	true	true	4
HG01882	ACB	AFR	false	true	9
HG01100	PUR	AMR	true	false	8
HG02272	PEL	AMR	true	true	5
NA18857	YRI	AFR	false	false	5
HG01369	CLM	AMR	true	false	5
HG00429	CHS	EAS	false	false	5
HG01355	CLM	AMR	true	false	4
HG02494	PJL	SAS	true	true	6
HG02083	KHV	EAS	false	true	5
HG02881	GWD	AFR	false	true	4
HG03985	STU	SAS	false	true	5
HG03730	ITU	SAS	true	false	9
NA07045	CEU	EUR	true	true	5
HG02078	KHV	EAS	true	true	8
NA10860	CEU	EUR	false	true	6
HG01976	PEL	AMR	true	false	5
HG00373	FIN	EUR	true	false	4
NA19733	MXL	AMR	true	false	5
HG02222	IBS	EUR	true	true	6
NA20774	TSI	EUR	true	true	9
NA07346	CEU	EUR	true	true	7
NA19222	YRI	AFR	true	true	5
HG00554	PUR	AMR	true	true	5
HG02347	PEL	AMR	false	false	3
HG02428	ACB	AFR	false	false	5
HG04199	STU	SAS	false	true	7
NA18548	CHB	EAS	false	false	4
HG00384	FIN	EUR	true	true	6
NA20853	GIH	SAS	true	true	4
HG00378	FIN	EUR	true	false	7
HG01341	CLM	AMR	false	true	6
NA19436	LWK	AFR	true	false	8
HG03569	MSL	AFR	true	true	7
NA18500	YRI	AFR	false	false	8
NA19625	ASW	AFR	true	true	8
HG03825	BEB	SAS	true	false	4
NA19754	MXL	AMR	true	false	3
HG02230	IBS	EUR	true	false	6
HG02280	ACB	AFR	true	true	3
HG04135	BEB	SAS	true	true	6
HG01413	PUR	AMR	false	true	7
HG01757	IBS	EUR	true	true	5
HG02601	PJL	SAS	true	false	7
HG00366	FIN	EUR	false	false	7
HG03582	MSL	AFR	false	true	4
HG02557	ACB	AFR	false	false	8
HG01479	CLM	AMR	false	true	7
HG03887	STU	SAS	false	false	8
NA19081	JPT	EAS	true	false	8
HG00526	CHS	EAS	false	true	6
NA12343	CEU	EUR	true	true	6
HG01276	CLM	AMR	true	true	9
NA18533	CHB	EAS	true	false	6
NA11993	CEU	EUR	true	false	3
NA20521	TSI	EUR	false	false	8
NA19770	MXL	AMR	true	false	5
HG02351	CDX	EAS	false	false	6
HG02080	KHV	EAS	true	true	8
HG02267	PEL	AMR	true	true	7
HG03293	ESN	AFR	false	false	4
HG00260	GBR	EUR	false	true	6
HG02388	CDX	EAS	false	false	6
HG02383	CDX	EAS	false	false	5
HG01412	PUR	AMR	false	false	6
HG01302	PUR	AMR	false	true	8
NA20759	TSI	EUR	false	true	5
HG02133	KHV	EAS	true	true	8
HG03202	ESN	AFR	false	false	4
HG00186	FIN	EUR	false	true	6
NA19760	MXL	AMR	true	true	4
NA19665	MXL	AMR	true	true	6
HG03813	BEB	SAS	true	true	7
HG00657	CHS	EAS	true	true	3
HG02975	ESN	AFR	false	true	3
HG02450	ACB	AFR	true	false	10
HG02108	ACB	AFR	true	true	9
NA20300	ASW	AFR	true	false	3
HG02170	CDX	EAS	true	false	4
HG03026	GWD	AFR	true	true	5
HG01488	CLM	AMR	false	true	6
HG01772	IBS	EUR	true	false	5
NA19359	LWK	AFR	false	false	3
HG03306	ESN	AFR	true	true	5
HG01786	IBS	EUR	true	false	8
NA18605	CHB	EAS	false	true	9
HG02271	PEL	AMR	false	true	8
HG03722	ITU	SAS	true	false	6
HG02952	ESN	AFR	true	true	9
HG00254	GBR	EUR	true	false	10
HG01195	PUR	AMR	true	true	5
HG00739	PUR	AMR	false	true	9
HG03122	ESN	AFR	false	false	9
NA18924	YRI	AFR	true	false	9
HG00736	PUR	AMR	false	false	5
HG03519	ESN	AFR	false	false	5
NA19092	YRI	AFR	false	false	3
HG01672	IBS	EUR	false	true	4
NA18953	JPT	EAS	false	true	4
NA19208	YRI	AFR	false	false	9
HG03694	STU	SAS	false	true	7
NA21134	GIH	SAS	false	true	9
HG02343	ACB	AFR	false	true	6
NA19097	YRI	AFR	true	true	6
HG01593	PJL	SAS	true	true	7
HG00702	CHS	EAS	true	false	7
HG04216	ITU	SAS	true	true	8
HG00700	CHS	EAS	true	true	4
HG03783	ITU	SAS	false	false	7
HG01861	KHV	EAS	false	false	9
NA20832	TSI	EUR	true	true	5
HG03972	ITU	SAS	true	false	6
NA20296	ASW	AFR	true	false	7
NA19717	MXL	AMR	false	false	5
HG00718	CHS	EAS	false	true	8
HG01797	CDX	EAS	true	true	7
HG01503	IBS	EUR	false	true	9
NA18506	YRI	AFR	false	false	7
HG03460	MSL	AFR	false	true	5
HG01502	IBS	EUR	false	false	3
HG00693	CHS	EAS	true	false	9
HG04142	BEB	SAS	true	false	7
NA21087	GIH	SAS	false	true	6
HG01443	CLM	AMR	false	false	8
HG02652	PJL	SAS	true	true	5
HG02662	PJL	SAS	true	false	8
HG01103	PUR	AMR	true	true	8
HG00125	GBR	EUR	true	true	3
HG03474	MSL	AFR	false	false	6
NA19727	MXL	AMR	false	false	8
NA18874	YRI	AFR	false	true	5
HG01200	PUR	AMR	false	false	8
HG01378	CLM	AMR	true	true	5
HG01704	IBS	EUR	true	true	10
HG02379	CDX	EAS	false	true	7
HG03239	PJL	SAS	true	true	5
HG03271	ESN	AFR	false	false	4
NA18577	CHB	EAS	true	true	4
HG01982	PEL	AMR	false	false	9
NA07349	CEU	EUR	false	false	9
HG02168	CDX	EAS	true	false	3
NA07435	CEU	EUR	false	true	5
HG01376	CLM	AMR	true	true	5
HG03064	MSL	AFR	true	false	4
NA19094	YRI	AFR	true	true	7
HG02277	PEL	AMR	false	true	6
HG01572	PEL	AMR	true	false	5
HG02628	GWD	AFR	false	true	5
HG03812	BEB	SAS	false	true	5
HG01988	ACB	AFR	false	true	4
HG00621	CHS	EAS	false	false	4
HG03695	STU	SAS	false	true	4
NA07348	CEU	EUR	true	false	4
NA20322	ASW	AFR	true	true	3
HG02151	CDX	EAS	true	false	5
NA12717	CEU	EUR	true	true	7
HG02784	PJL	SAS	true	false	6
HG00111	GBR	EUR	true	true	9
HG04185	BEB	SAS	false	true	3
HG04158	BEB	SAS	false	true	4
NA19238	YRI	AFR	true	false	4
NA19755	MXL	AMR	true	true	6
HG01954	PEL	AMR	true	false	8
HG03376	MSL	AFR	false	true	6
HG01893	PEL	AMR	true	false	9
NA18574	CHB	EAS	true	false	4
HG03894	STU	SAS	true	true	5
HG00179	FIN	EUR	true	true	6
HG02814	GWD	AFR	true	true	5
HG03402	MSL	AFR	true	true	4
NA20863	GIH	SAS	false	false	4
HG01326	PUR	AMR	true	false	9
HG01884	ACB	AFR	true	false	9
NA18485	YRI	AFR	false	true	3
NA19117	YRI	AFR	false	false	7
NA18566	CHB	EAS	true	true	6
NA19731	MXL	AMR	true	false	8
NA19746	MXL	AMR	true	false	5
HG02029	KHV	EAS	false	true	4
HG00410	CHS	EAS	true	true	6
NA19338	LWK	AFR	true	true	4
HG02291	PEL	AMR	false	true	3
HG01970	PEL	AMR	false	false	6
HG02682	PJL	SAS	true	false	6
NA11831	CEU	EUR	false	false	5
NA19058	JPT	EAS	false	false	5
HG01607	IBS	EUR	true	false	8
HG03811	BEB	SAS	true	true	6
NA19139	YRI	AFR	false	false	6
NA20756	TSI	EUR	true	true	4
HG00272	FIN	EUR	true	true	5
HG03816	BEB	SAS	true	true	8
HG01471	CLM	AMR	true	false	7
HG00635	CHS	EAS	true	false	4
HG00619	CHS	EAS	false	true	3
HG03117	ESN	AFR	true	false	9
HG03131	ESN	AFR	false	true	3
NA12708	CEU	EUR	true	true	5
HG00704	CHS	EAS	false	true	6
HG00611	CHS	EAS	true	true	9
NA18543	CHB	EAS	false	false	4
HG02947	ESN	AFR	false	false	7
HG02891	GWD	AFR	true	false	3
NA20503	TSI	EUR	true	true	7
HG00351	FIN	EUR	false	false	8
HG01374	CLM	AMR	false	true	7
HG00615	CHS	EAS	true	false	8
HG02090	PEL	AMR	false	true	8
HG02558	ACB	AFR	true	false	7
HG02804	GWD	AFR	false	false	6
HG03808	BEB	SAS	true	false	9
NA10851	CEU	EUR	false	false	6
NA12286	CEU	EUR	false	true	6
NA19922	ASW	AFR	false	true	3
HG00318	FIN	EUR	true	true	9
HG02813	GWD	AFR	false	false	6
HG03926	BEB	SAS	false	true	9
HG01360	CLM	AMR	true	true	8
NA18626	CHB	EAS	true	false	7
NA19078	JPT	EAS	true	false	7
HG03134	ESN	AFR	false	true	4
HG01402	PUR	AMR	false	true	7
NA19475	LWK	AFR	true	true	3
HG01985	ACB	AFR	true	false	8
NA20897	GIH	SAS	false	true	6
NA20814	TSI	EUR	false	false	8
HG02462	GWD	AFR	true	true	7
HG03844	STU	SAS	false	true	3
HG02760	GWD	AFR	true	false	8
HG03848	STU	SAS	false	false	9
NA18559	CHB	EAS	false	true	9
HG02178	CDX	EAS	true	true	9
HG02855	GWD	AFR	true	false	4
HG03025	GWD	AFR	true	true	4
NA19785	MXL	AMR	true	false	6
NA11839	CEU	EUR	false	false	5
HG01986	ACB	AFR	false	false	6
HG02980	ESN	AFR	false	false	4
NA20773	TSI	EUR	true	true	4
NA19702	ASW	AFR	false	true	5
HG02497	ACB	AFR	true	true	8
HG03480	MSL	AFR	true	true	9
HG04161	BEB	SAS	false	false	5
HG01081	PUR	AMR	true	false	9
NA19473	LWK	AFR	true	false	7
